id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
H186,NGC 3675,GAL,11.43667,43.58330,10.0,6,UMa,Jasná spirální galaxie ideální pro detailní snímky
H187,NGC 3681,GAL,11.44167,16.85000,11.2,3,Leo,Malá spirální galaxie vhodná pro delší expozice
H188,NGC 3684,GAL,11.45500,17.03330,11.3,3,Leo,Slabší spirální galaxie vhodná pro delší expozice
H189,NGC 3686,GAL,11.46167,17.21670,11.2,3,Leo,Spirální galaxie vhodná pro detailní foto
H190,NGC 3726,GAL,11.55500,47.03330,10.2,6,UMa,Jasná spirální galaxie ideální pro detailní snímky
H191,NGC 3810,GAL,11.68333,11.46670,10.6,4,Leo,Spirální galaxie vhodná pro detailní foto
H192,NGC 3813,GAL,11.68667,36.53330,11.5,2,UMa,Malá spirální galaxie vhodná pro delší expozice
H193,NGC 3877,GAL,11.76667,47.50000,11.0,5,UMa,Protažená galaxie vhodná pro detailní snímky
H194,NGC 3893,GAL,11.81167,48.71670,10.5,4,UMa,Spirální galaxie vhodná pro detailní foto
H195,NGC 3898,GAL,11.82167,56.08330,10.7,4,UMa,Eliptická galaxie vhodná pro dlouhé expozice
H196,NGC 3900,GAL,11.82000,27.01670,11.4,3,Leo,Malá galaxie vhodná pro delší expozice
H197,NGC 3912,GAL,11.83333,26.46670,12.4,1,Leo,Velmi slabá galaxie vhodná pro dlouhé expozice
H198,NGC 3941,GAL,11.88167,36.98330,10.3,4,UMa,Barred galaxie vhodná pro detailní foto
H199,NGC 3945,GAL,11.88500,60.66670,10.9,5,UMa,Eliptická galaxie vhodná pro delší expozice
H200,NGC 3949,GAL,11.89500,47.85000,11.1,3,UMa,Spirální galaxie vhodná pro detailní snímky
H201,NGC 3953,GAL,11.90000,52.33330,10.1,7,UMa,Jasná spirální galaxie ideální pro detailní foto
H202,NGC 3962,GAL,11.91167,-13.96670,10.7,3,Crv,Eliptická galaxie vhodná pro dlouhé expozice
H203,NGC 3982,GAL,11.94167,55.11670,11.0,2,UMa,Malá spirální galaxie vhodná pro detailní snímky
H204,NGC 3992 (M109),GAL,11.96000,53.38330,9.8,7,UMa,Barred spirální galaxie ideální pro detailní foto
H205,NGC 3998,GAL,11.96500,55.45000,10.7,3,UMa,Eliptická galaxie vhodná pro dlouhé expozice
H206,NGC 4026,GAL,11.99000,50.96670,10.8,5,UMa,Protažená galaxie vhodná pro detailní snímky
H207,NGC 4027,GAL,11.99000,-19.26670,11.2,4,Crv,Asymetrická galaxie vhodná pro delší expozice
H208,NGC 4036,GAL,12.02333,61.88330,10.7,4,UMa,Eliptická galaxie vhodná pro detailní foto
H209,NGC 4038,GAL,12.03167,-18.86670,10.3,5,Crv,První část Antén ideální pro dlouhé expozice
H210,NGC 4039,GAL,12.03167,-18.91670,10.3,3,Crv,Druhá část Antén vhodná pro detailní snímky
H211,NGC 4041,GAL,12.03667,62.13330,11.3,3,UMa,Malá spirální galaxie vhodná pro delší expozice
H212,NGC 4051,GAL,12.05167,44.53330,10.2,5,UMa,Spirální galaxie s aktivním jádrem vhodná pro detailní foto
H213,NGC 4081,GAL,12.07333,64.30000,12.9,1,UMa,Velmi slabá galaxie vhodná pro dlouhé expozice
H214,NGC 4085,GAL,12.08833,50.35000,12.4,3,UMa,Protažená galaxie vhodná pro detailní snímky
H215,NGC 4088,GAL,12.09333,50.53330,10.6,6,UMa,Spirální galaxie s výraznou strukturou ideální pro foto
H216,NGC 4111,GAL,12.11667,43.06670,10.7,5,CVn,Protažená galaxie vhodná pro detailní expozice
H217,NGC 4143,GAL,12.15833,42.53330,10.9,2,CVn,Malá eliptická galaxie vhodná pro delší expozice
H218,NGC 4147,GC,12.16667,18.53330,10.3,4,Com,Kulová hvězdokupa vhodná pro detailní snímky
H219,NGC 4150,GAL,12.17500,30.40000,11.6,2,Com,Malá galaxie vhodná pro delší expozice
H220,NGC 4151,GAL,12.17500,39.40000,10.8,6,CVn,Aktivní galaxie vhodná pro detailní foto
H221,NGC 4179,GAL,12.21500,1.30000,11.0,4,Vir,Protažená galaxie vhodná pro delší expozice
H222,NGC 4203,GAL,12.25167,33.18330,10.9,3,Com,Eliptická galaxie vhodná pro dlouhé expozice
H223,NGC 4214,GAL,12.26000,36.31670,9.8,8,CVn,Nepravidelná galaxie vhodná pro detailní foto
H224,NGC 4216,GAL,12.26500,13.15000,10.0,8,Vir,Protažená galaxie vhodná pro delší expozice
H225,NGC 4244,GAL,12.29167,37.80000,10.2,16,CVn,Galaxie z boku ideální pro detailní snímky
H226,NGC 4251,GAL,12.30167,28.16670,10.8,4,Com,Eliptická galaxie vhodná pro dlouhé expozice
H227,NGC 4258 (M106),GAL,12.31667,47.30000,8.4,18,CVn,Jasná spirální galaxie ideální pro detailní foto
H228,NGC 4261,GAL,12.32167,5.81670,10.4,4,Vir,Eliptická galaxie vhodná pro delší expozice
H229,NGC 4273,GAL,12.33167,5.33330,11.9,2,Vir,Slabší spirální galaxie vhodná pro dlouhé expozice
H230,NGC 4274,GAL,12.33167,29.61670,10.4,7,Com,Protažená galaxie vhodná pro detailní foto
H231,NGC 4278,GAL,12.33333,29.28330,10.2,4,Com,Eliptická galaxie vhodná pro dlouhé expozice
H232,NGC 4281,GAL,12.34167,5.38330,11.3,3,Vir,Malá galaxie vhodná pro delší expozice
H233,NGC 4293,GAL,12.35167,18.38330,10.4,5,Com,Spirální galaxie vhodná pro detailní snímky
H234,NGC 4303 (M61),GAL,12.36500,4.46670,9.7,6,Vir,Jasná spirální galaxie ideální pro detailní foto
H235,NGC 4314,GAL,12.37500,29.98330,10.6,4,Com,Barred galaxie vhodná pro delší expozice
H236,NGC 4346,GAL,12.39167,46.98330,11.2,3,CVn,Eliptická galaxie vhodná pro dlouhé expozice
H237,NGC 4350,GAL,12.40000,16.70000,11.0,3,Com,Malá eliptická galaxie vhodná pro detailní foto
H238,NGC 4361,PN,12.40833,-18.78330,10.9,1,Crv,Planetární mlhovina vhodná pro úzkopásmo
H239,NGC 4365,GAL,12.40667,7.31670,9.6,7,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H240,NGC 4371,GAL,12.41500,11.70000,10.8,4,Vir,Barred galaxie vhodná pro detailní foto
H241,NGC 4394,GAL,12.43167,18.21670,10.9,4,Com,Spirální galaxie vhodná pro delší expozice
H242,NGC 4413,GAL,12.44167,12.60000,11.9,2,Vir,Slabší galaxie vhodná pro dlouhé expozice
H243,NGC 4414,GAL,12.44167,31.21670,10.1,4,Com,Jasná spirální galaxie ideální pro detailní foto
H244,NGC 4417,GAL,12.44833,9.58330,11.1,3,Vir,Eliptická galaxie vhodná pro delší expozice
H245,NGC 4419,GAL,12.44833,15.03330,11.2,3,Com,Malá spirální galaxie vhodná pro detailní snímky
H246,NGC 4429,GAL,12.45667,11.10000,10.0,6,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H247,NGC 4435,GAL,12.46167,13.08330,10.8,3,Vir,Interagující galaxie vhodná pro detailní foto
