id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
B 141,Barnard 141,DN,19.3500,17.5000,0,10.0,Aql,Slabší temná skvrna vhodná pro detailní foto
B 142,E Nebula,DN,19.6617,10.9500,0,30.0,Aql,Mlhovina E – výrazný temný útvar vhodný pro široká pole
B 143,E Nebula,DN,19.6800,11.0000,0,30.0,Aql,Hlavní část mlhoviny E vhodná pro široká pole
B 144,Barnard 144,DN,20.1167,31.3333,0,40.0,Cyg,Temná mlhovina u Eta Cyg vhodná pro široká pole
B 145,Barnard 145,DN,20.0667,37.6667,0,25.0,Cyg,Temná mlhovina ve tvaru „S“ vhodná pro široká pole
B 146,Barnard 146,DN,20.1333,37.3333,0,15.0,Cyg,Temná skvrna vhodná pro detailní snímky
B 147,Barnard 147,DN,20.1667,37.0000,0,12.0,Cyg,Prachová mlhovina vhodná pro delší expozice
B 148,Barnard 148,DN,20.8833,32.0000,0,15.0,Cyg,Temná mlhovina v Labuti vhodná pro široká pole
B 149,Barnard 149,DN,20.9167,31.6667,0,12.0,Cyg,Temná skvrna vhodná pro detailní foto
B 150,Seahorse Nebula,DN,22.2150,60.2500,0,60.0,Cep,Mlhovina Mořský koník – výrazný temný útvar
B 151,Barnard 151,DN,20.9500,31.3333,0,10.0,Cyg,Temná mlhovina vhodná pro detailní snímky
B 152,Barnard 152,DN,20.9833,31.0000,0,12.0,Cyg,Malá prachová skvrna vhodná pro detailní foto
B 153,Barnard 153,DN,21.0167,30.6667,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 154,Barnard 154,DN,21.0500,30.3333,0,15.0,Cyg,Prachové mračno vhodné pro široká pole
B 155,Barnard 155,DN,21.0833,30.0000,0,10.0,Cyg,Temná skvrna vhodná pro detailní snímky
B 156,Barnard 156,DN,21.1167,29.6667,0,12.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 157,Barnard 157,DN,20.9333,43.5000,0,30.0,Cyg,Temný pás u NGC 7000 vhodný pro široká pole
B 158,Barnard 158,DN,20.9667,43.1667,0,15.0,Cyg,Prach v Severní Americe vhodný pro široká pole
B 159,Barnard 159,DN,21.0000,42.8333,0,10.0,Cyg,Temná skvrna vhodná pro detailní foto
B 160,Barnard 160,DN,21.1500,29.3333,0,15.0,Cyg,Temná mlhovina v Labuti vhodná pro široká pole
B 161,Barnard 161,DN,21.1833,29.0000,0,10.0,Cyg,Prachové mračno vhodné pro detailní snímky
B 162,Barnard 162,DN,21.2167,28.6667,0,12.0,Cyg,Temná skvrna vhodná pro delší expozice
B 163,Barnard 163,DN,21.7250,56.7833,0,10.0,Cep,Kompaktní temná kulička v IC 1396 vhodná pro detailní foto
B 164,Barnard 164,DN,21.7500,56.5000,0,8.0,Cep,Temná mlhovina u Sloního chobotu vhodná pro detailní snímky
B 165,Barnard 165,DN,21.8000,56.2500,0,10.0,Cep,Součást komplexu IC 1396 vhodná pro široká pole
B 166,Barnard 166,DN,21.8333,56.0000,0,12.0,Cep,Temný prach vhodný pro delší expozice
B 167,Barnard 167,DN,21.8667,55.7500,0,10.0,Cep,Temná skvrna vhodná pro detailní foto
B 168,Barnard 168,DN,21.8917,47.3000,0,100.0,Cyg,Dlouhý temný filament u IC 5146 vhodný pro široká pole
B 169,Barnard 169,DN,21.9167,55.5000,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 170,Barnard 170,DN,21.9500,55.2500,0,12.0,Cep,Prachové mračno vhodné pro delší expozice
B 171,Barnard 171,DN,21.9833,55.0000,0,10.0,Cep,Temná skvrna vhodná pro detailní snímky
B 172,Barnard 172,DN,22.0167,54.7500,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 173,Barnard 173,DN,22.0500,54.5000,0,12.0,Cep,Prachové mračno vhodné pro delší expozice
B 174,Barnard 174,DN,22.0833,54.2500,0,10.0,Cep,Temná skvrna vhodná pro detailní foto
B 175,Barnard 175,DN,22.2167,59.3333,0,15.0,Cep,Temná mlhovina v Cefeu vhodná pro široká pole
B 176,Barnard 176,DN,22.2500,59.0000,0,12.0,Cep,Slabší prachová skvrna vhodná pro detailní snímky
B 177,Barnard 177,DN,22.2833,58.7500,0,10.0,Cep,Temná mlhovina vhodná pro delší expozice
B 178,Barnard 178,DN,22.3167,58.5000,0,15.0,Cep,Temný prach vhodný pro široká pole
B 179,Barnard 179,DN,22.3500,58.2500,0,12.0,Cep,Prachové mračno vhodné pro delší expozice
B 180,Barnard 180,DN,22.3833,58.0000,0,10.0,Cep,Temná skvrna vhodná pro detailní snímky
B 181,Barnard 181,DN,22.4167,57.7500,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 182,Barnard 182,DN,22.4500,57.5000,0,12.0,Cep,Temný prach vhodný pro delší expozice
B 183,Barnard 183,DN,22.4833,57.2500,0,10.0,Cep,Prachová mlhovina vhodná pro detailní foto
B 184,Barnard 184,DN,22.5167,57.0000,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 185,Barnard 185,DN,22.5500,56.7500,0,12.0,Cep,Temná skvrna vhodná pro detailní snímky
B 186,Barnard 186,DN,22.5833,56.5000,0,10.0,Cep,Prachové mračno vhodné pro delší expozice
B 187,Barnard 187,DN,22.6167,56.2500,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 188,Barnard 188,DN,22.6500,56.0000,0,12.0,Cep,Temný prach vhodný pro delší expozice
B 189,Barnard 189,DN,22.6833,55.7500,0,10.0,Cep,Temná skvrna vhodná pro detailní foto
B 190,Barnard 190,DN,22.7167,55.5000,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 191,Barnard 191,DN,22.7500,55.2500,0,12.0,Cep,Prachové mračno vhodné pro delší expozice
B 192,Barnard 192,DN,22.7833,55.0000,0,10.0,Cep,Temná skvrna vhodná pro detailní snímky
B 193,Barnard 193,DN,22.8167,54.7500,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 194,Barnard 194,DN,22.8500,54.5000,0,12.0,Cep,Temný prach vhodný pro delší expozice
B 195,Barnard 195,DN,22.8833,54.2500,0,10.0,Cep,Prachová mlhovina vhodná pro detailní foto
B 196,Barnard 196,DN,22.9167,54.0000,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 197,Barnard 197,DN,22.9500,53.7500,0,12.0,Cep,Temná skvrna vhodná pro detailní snímky
B 198,Barnard 198,DN,22.9833,53.5000,0,10.0,Cep,Prachové mračno vhodné pro delší expozice
B 199,Barnard 199,DN,23.0167,53.2500,0,15.0,Cep,Temná mlhovina vhodná pro široká pole
B 200,Barnard 200,DN,23.0500,53.0000,0,12.0,Cep,Temný prach vhodný pro delší expozice
B 201,Barnard 201,DN,0.0167,54.0000,0,10.0,Cas,Temná mlhovina v Kasiopeji vhodná pro detailní foto
B 202,Barnard 202,DN,0.3167,61.8333,0,15.0,Cas,Temná skvrna poblíž vdB 4 vhodná pro detailní snímky
B 203,Barnard 203,DN,0.6167,60.5000,0,12.0,Cas,Prachové mračno vhodné pro delší expozice
B 204,Barnard 204,DN,0.9167,62.1667,0,10.0,Cas,Temná mlhovina vhodná pro detailní foto
B 205,Barnard 205,DN,1.2167,63.5000,0,15.0,Cas,Temná skvrna poblíž NGC 457 vhodná pro široká pole
B 206,Barnard 206,DN,1.5167,64.8333,0,12.0,Cas,Prach v severní Kasiopeji vhodný pro delší expozice
B 207,Barnard 207,DN,4.0667,26.2500,0,10.0,Tau,Temná mlhovina v Býku vhodná pro detailní snímky
B 208,Barnard 208,DN,4.1167,25.8333,0,15.0,Tau,Temná skvrna poblíž vdB 27 vhodná pro široká pole
B 209,Barnard 209,DN,4.1667,25.4167,0,12.0,Tau,Prachové mračno vhodné pro delší expozice
B 210,Barnard 210,DN,4.2167,25.0000,0,10.0,Tau,Temná mlhovina vhodná pro detailní foto
B 211,Barnard 211,DN,4.2667,24.5833,0,15.0,Tau,Dlouhý temný filament vhodný pro široká pole
B 212,Barnard 212,DN,4.3167,24.1667,0,12.0,Tau,Temná skvrna vhodná pro detailní snímky
B 213,Barnard 213,DN,4.3667,23.7500,0,20.0,Tau,Výrazný prachový pruh vhodný pro široká pole
B 214,Barnard 214,DN,4.4167,23.3333,0,10.0,Tau,Temná mlhovina vhodná pro detailní foto
B 215,Barnard 215,DN,4.4667,22.9167,0,15.0,Tau,Prachové mračno vhodné pro široká pole
B 216,Barnard 216,DN,4.5167,22.5000,0,12.0,Tau,Temná skvrna vhodná pro detailní snímky
B 217,Barnard 217,DN,4.5667,22.0833,0,10.0,Tau,Temná mlhovina vhodná pro delší expozice
B 218,Barnard 218,DN,4.6167,21.6667,0,15.0,Tau,Prach v Býku vhodný pro široká pole
B 219,Barnard 219,DN,4.7167,27.0000,0,12.0,Tau,Temná skvrna vhodná pro detailní snímky
B 220,Barnard 220,DN,4.7667,26.5833,0,10.0,Tau,Temná mlhovina vhodná pro delší expozice
B 221,Barnard 221,DN,4.8167,26.1667,0,15.0,Tau,Prachové mračno vhodné pro široká pole
B 222,Barnard 222,DN,5.5500,32.5000,0,12.0,Aur,Temná mlhovina ve Vozkovi vhodná pro široká pole
B 223,Barnard 223,DN,5.6000,32.0833,0,10.0,Aur,Temná skvrna poblíž M38 vhodná pro detailní foto
B 224,Barnard 224,DN,5.6500,31.6667,0,15.0,Aur,Prach v bohatém poli Vozky vhodný pro široká pole
B 225,Barnard 225,DN,5.7000,31.2500,0,12.0,Aur,Temná mlhovina vhodná pro delší expozice
B 226,Barnard 226,DN,6.0167,15.1667,0,10.0,Ori,Temná mlhovina v severním Orionu vhodná pro detailní foto
B 227,Barnard 227,DN,6.1167,14.6667,0,20.0,Mon,Temná mlhovina v Jednorožci vhodná pro široká pole
B 228,Barnard 228,DN,15.7417,-34.2000,0,60.0,Lup,Vlčí temný komplex vhodný pro široká pole
B 229,Barnard 229,DN,17.2167,-15.5000,0,15.0,Ser,Temná mlhovina v Hadu vhodná pro detailní snímky
B 230,Barnard 230,DN,17.2500,-15.0833,0,12.0,Ser,Temná skvrna vhodná pro detailní foto
B 231,Barnard 231,DN,17.2833,-14.6667,0,10.0,Ser,Prach v Hadu vhodný pro delší expozice
B 232,Barnard 232,DN,17.3167,-14.2500,0,15.0,Ser,Temná mlhovina vhodná pro široká pole
B 233,Barnard 233,DN,17.3500,-13.8333,0,12.0,Ser,Temná skvrna vhodná pro detailní snímky
B 234,Barnard 234,DN,17.3833,-13.4167,0,10.0,Ser,Temná mlhovina vhodná pro delší expozice
B 235,Barnard 235,DN,17.4167,-13.0000,0,15.0,Ser,Prachové mračno vhodné pro široká pole
B 236,Barnard 236,DN,17.4500,-12.5833,0,12.0,Ser,Temná skvrna vhodná pro detailní foto
B 237,Barnard 237,DN,17.4833,-12.1667,0,10.0,Ser,Temná mlhovina vhodná pro delší expozice
B 238,Barnard 238,DN,17.5167,-11.7500,0,15.0,Ser,Prach v Hadu vhodný pro široká pole
B 239,Barnard 239,DN,17.5500,-11.3333,0,12.0,Ser,Temná skvrna vhodná pro detailní snímky
B 240,Barnard 240,DN,17.5833,-10.9167,0,10.0,Ser,Temná mlhovina vhodná pro delší expozice
B 241,Barnard 241,DN,17.6167,-10.5000,0,15.0,Ser,Prachové mračno vhodné pro široká pole
B 242,Barnard 242,DN,18.0167,-8.0000,0,12.0,Ser,Temná mlhovina v ocasu Hada vhodná pro detailní foto
B 243,Barnard 243,DN,18.0500,-7.5833,0,10.0,Ser,Temná skvrna vhodná pro delší expozice
B 244,Barnard 244,DN,18.1000,-10.0000,0,15.0,Sct,Temná mlhovina poblíž M16 vhodná pro široká pole
B 245,Barnard 245,DN,18.1333,-9.5833,0,12.0,Sct,Temná skvrna vhodná pro detailní snímky
B 246,Barnard 246,DN,18.1667,-9.1667,0,10.0,Sct,Prachové mračno vhodné pro delší expozice
