id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
Abell 38,PK 338+35.1,PN,15.11833,-17.7500,16.0,0.2,Lib,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 39,PK 47+42.1,PN,16.45500,27.9167,12.9,2.9,Her,Krásně kulatá mlhovina ideální pro úzkopásmo
Abell 40,PK 47+37.1,PN,16.63833,24.1667,15.5,0.7,Her,Slabá mlhovina vhodná pro detailní snímky
Abell 41,PK 9+10.1,PN,17.48500,-15.2167,15.0,0.4,Ser,Malá slabá mlhovina vhodná pro úzkopásmo
Abell 42,PK 2+5.1,PN,17.75167,-24.1833,16.0,0.4,Sgr,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 43,PK 36+17.1,PN,17.89333,10.6167,14.7,1.4,Oph,Slabá mlhovina vhodná pro úzkopásmové snímky
Abell 44,PK 41+11.1,PN,18.52833,11.3333,16.0,0.2,Oph,Velmi slabá kompaktní mlhovina vhodná pro dlouhé úzkopásmo
Abell 45,PK 20+0.1,PN,18.50333,-11.7500,16.0,4.7,Sct,Velká slabá mlhovina ideální pro dlouhé expozice
Abell 46,PK 55+16.1,PN,18.51833,26.9667,14.3,1.0,Lyr,Slabá mlhovina vhodná pro úzkopásmové snímky
Abell 47,PK 33-1.1,PN,18.94833,-0.6000,16.0,0.3,Aql,Velmi slabá kompaktní mlhovina vhodná pro detailní foto
Abell 48,PK 29-5.1,PN,19.12333,-4.2500,15.3,0.7,Aql,Slabá mlhovina s WR centrální hvězdou vhodná pro úzkopásmo
Abell 49,PK 25-10.1,PN,19.33667,-11.3333,16.0,0.2,Sgr,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 50,NGC 6742,PN,19.04167,48.3333,13.4,0.5,Dra,Malá planetární mlhovina vhodná pro detailní úzkopásmo
Abell 51,PK 17-10.1,PN,19.01667,-18.1167,15.0,0.8,Sgr,Slabá mlhovina vhodná pro delší expozice
Abell 52,PK 31-13.1,PN,19.51167,-7.1833,17.0,0.5,Aql,Extrémně slabá mlhovina vhodná pro dlouhé úzkopásmo
Abell 53,PK 40-10.1,PN,19.64500,1.3833,16.0,0.4,Aql,Velmi slabá mlhovina vhodná pro detailní snímky
Abell 54,PK 40-14.1,PN,19.79167,-0.7833,16.0,1.0,Aql,Slabá mlhovina vhodná pro dlouhé expozice
Abell 55,PK 42-13.1,PN,19.82167,2.2667,14.0,0.8,Aql,Malá mlhovina vhodná pro úzkopásmové foto
Abell 56,PK 42-17.1,PN,19.98167,0.3000,16.0,1.5,Aql,Slabá rozlehlá mlhovina vhodná pro dlouhé expozice
Abell 57,PK 50-13.1,PN,20.01667,10.8333,16.0,0.2,Sge,Velmi slabá kompaktní mlhovina vhodná pro detailní foto
Abell 58,PK 37-5.1,PN,19.30333,1.8167,15.4,0.7,Aql,Slabá mlhovina vhodná pro úzkopásmo
Abell 59,PK 35-13.1,PN,19.65833,-3.1833,16.0,0.2,Aql,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 60,PK 37-18.1,PN,19.89833,-5.7000,16.0,0.2,Aqr,Slabá kompaktní mlhovina vhodná pro detailní snímky
Abell 61,PK 77+14.1,PN,19.32000,46.2167,13.4,3.4,Cyg,Velká slabá mlhovina ideální pro široká pole
Abell 62,PK 47-15.1,PN,20.08833,7.5667,16.0,1.0,Sge,Slabá mlhovina vhodná pro úzkopásmové snímky
Abell 63,PK 53-10.1,PN,20.10167,14.8500,14.5,0.7,Sge,Malá mlhovina vhodná pro detailní foto
Abell 64,PK 54-12.1,PN,20.21833,15.0833,16.0,0.2,Del,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 65,PK 17-21.1,PN,19.78000,-23.1667,13.8,1.8,Sgr,Slabá rozlehlá mlhovina vhodná pro úzkopásmo
Abell 66,PK 19-23.1,PN,20.00333,-21.5667,15.0,1.4,Sgr,Slabá mlhovina vhodná pro dlouhé expozice
Abell 67,PK 43-21.1,PN,20.39500,-1.0500,16.0,0.2,Aqr,Velmi slabá mlhovina vhodná pro detailní snímky
Abell 68,PK 46-21.1,PN,20.51167,0.6167,16.0,0.5,Aqr,Slabá mlhovina vhodná pro úzkopásmo
Abell 69,PK 49-19.1,PN,20.52833,4.9833,16.0,0.2,Del,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 70,PK 38-25.1,PN,20.53167,-7.0833,14.5,0.7,Aqr,Malá mlhovina vhodná pro detailní úzkopásmo
Abell 71,PK 85+4.1,PN,20.60000,46.0000,13.0,2.8,Cyg,Slabá rozlehlá mlhovina vhodná pro široká pole
Abell 72,PK 59-18.1,PN,20.83333,13.5500,13.8,2.0,Del,Slabá mlhovina vhodná pro úzkopásmové snímky
Abell 73,PK 35-31.1,PN,20.93167,-16.1500,15.0,0.2,Cap,Velmi slabá kompaktní mlhovina vhodná pro detailní foto
Abell 74,PK 72-17.1,PN,21.11500,24.1500,12.2,15.0,Vul,Obrovská slabá mlhovina ideální pro široká pole
Abell 75,NGC 7076,PN,21.43333,57.3000,14.5,0.9,Cep,Malá planetární mlhovina vhodná pro úzkopásmo
Abell 76,PK 31-41.1,PN,21.51667,-9.6333,16.0,1.5,Aqr,Slabá mlhovina vhodná pro dlouhé expozice
Abell 77,PK 97+3.1,PN,21.53667,55.1000,16.0,0.3,Cep,Velmi slabá mlhovina vhodná pro detailní foto
Abell 78,PK 81-14.1,PN,21.59167,31.8167,13.4,1.9,Cyg,Slabá mlhovina s WR centrální hvězdou vhodná pro úzkopásmo
Abell 79,PK 102-2.1,PN,22.44167,54.4000,15.0,0.8,Lac,Slabá mlhovina vhodná pro delší expozice
Abell 80,PK 102-14.1,PN,23.01667,44.4833,14.5,0.3,Lac,Malá mlhovina vhodná pro detailní úzkopásmo
Abell 81,IC 1454,PN,22.70500,80.4500,14.0,0.5,Cep,Slabá planetární mlhovina vhodná pro detailní foto
Abell 82,PK 114-4.1,PN,23.76333,57.1000,12.7,1.5,Cas,Slabá mlhovina vhodná pro úzkopásmové snímky
Abell 83,PK 111-13.1,PN,23.78000,48.0167,16.0,0.3,Cas,Velmi slabá mlhovina vhodná pro dlouhé expozice
Abell 84,PK 112-10.1,PN,23.79167,51.3833,13.0,2.5,Cas,Slabá rozlehlá mlhovina vhodná pro úzkopásmo
Abell 85,CTB 1 (SNR),SNR,23.90000,62.3333,14.0,20.0,Cas,Supernovový zbytek s filamenty ideální pro úzkopásmo
Abell 86,PK 118+2.1,PN,0.02500,65.3167,16.0,0.2,Cas,Velmi slabá kompaktní mlhovina vhodná pro detailní foto
